vacancy name,vacancy link,salary,suite_info,city
Инженер технической поддержки 2-ая линия (support),https://hh.ru/vacancy/39065605?query=Python,нет сведений о заработной плате,АО Сбербанк - Технологии,Москва
Business Analysis Specialist,https://hh.ru/vacancy/38661026?query=Python,нет сведений о заработной плате,ООО АЛИБАБА.КОМ (РУ),Москва
Главный эксперт по информационной безопасности,https://hh.ru/vacancy/39082730?query=Python,нет сведений о заработной плате," ВСК, САО",Москва
Data Scientist,https://hh.ru/vacancy/39020025?query=Python,нет сведений о заработной плате,"ООО Глобус, Сеть гипермаркетов","Москва, Речной вокзал"
Системный администратор высокопроизводительных вычислительных систем (управление конфигурацией),https://hh.ru/vacancy/37511984?query=Python,"{'minimum': 120000, 'maximum': 150000, 'currency': 'руб.'}"," Всероссийский научно-исследовательский институт автоматики им. Н.Л. Духова, ФГУП",Москва
Программист-аналитик Управления казначейских операций,https://hh.ru/vacancy/39048111?query=Python,"{'minimum': 150000, 'maximum': 'нет сведений', 'currency': 'руб.'}",ПАО Санкт-Петербургская биржа,"Москва, Новослободская"
PHP-разработчик,https://hh.ru/vacancy/39008498?query=Python,"{'minimum': 90000, 'maximum': 100000, 'currency': 'руб.'}", SF Education,"Москва, Кузнецкий мост"
Системный администратор высокопроизводительных вычислительных систем (визуализация),https://hh.ru/vacancy/37512052?query=Python,"{'minimum': 120000, 'maximum': 150000, 'currency': 'руб.'}"," Всероссийский научно-исследовательский институт автоматики им. Н.Л. Духова, ФГУП",Москва
Руководитель профессии Data Science,https://hh.ru/vacancy/39026992?query=Python,нет сведений о заработной плате, Яндекс,Москва
Capital Markets IT Analyst,https://hh.ru/vacancy/38793328?query=Python,нет сведений о заработной плате,ООО Accenture,Москва
"Продуктовый аналитик (CJЕ) бизнес-стрима ""Развитие Интернет-банка""",https://hh.ru/vacancy/38571661?query=Python,нет сведений о заработной плате, Банк ВТБ (ПАО),"Москва, Кузнецкий мост"
Ведущий инженер-программист,https://hh.ru/vacancy/38026145?query=Python,"{'minimum': 'нет сведений', 'maximum': 150000, 'currency': 'руб.'}",АО НИИССУ,Москва
Руководитель направления Управления развития отношений с клиентами (CVM),https://hh.ru/vacancy/38340954?query=Python,нет сведений о заработной плате,АО Россельхозбанк,Москва
Platform Engineer (golang),https://hh.ru/vacancy/39026943?query=Python,нет сведений о заработной плате, Ozon Информационные технологии,"Москва, Деловой центр и еще 2 "
BIM - менеджер,https://hh.ru/vacancy/39047485?query=Python,нет сведений о заработной плате, UNK project,Москва
DevOps инженер,https://hh.ru/vacancy/38030827?query=Python,нет сведений о заработной плате," Оптиком, компания","Москва, Октябрьское поле и еще 1 "
BI/Frontend разработчик,https://hh.ru/vacancy/39024736?query=Python,нет сведений о заработной плате, 7RedLines,Москва
Архитектор RPA,https://hh.ru/vacancy/39063116?query=Python,нет сведений о заработной плате, Softline,"Москва, Павелецкая"
Старший сетевой инженер / руководитель отдела,https://hh.ru/vacancy/38948463?query=Python,"{'minimum': 150000, 'maximum': 200000, 'currency': 'руб.'}",ООО АйПильсин,Москва
Разработчик QlikView (ведущий консультант),https://hh.ru/vacancy/37144351?query=Python,нет сведений о заработной плате,АО Центр программ лояльности,Москва
Специалист по автоматизированному тестированию мобильных приложений,https://hh.ru/vacancy/37401112?query=Python,нет сведений о заработной плате,ООО Домиленд,"Москва, Октябрьское поле и еще 1 "
Supply Chain Management Intern / Стажер в отдел логистики Procter&Gamble,https://hh.ru/vacancy/39064771?query=Python,"{'minimum': 70000, 'maximum': 'нет сведений', 'currency': 'руб.'}"," «Procter & Gamble», Студент",Москва
Главный специалист Отдела системной архитектуры,https://hh.ru/vacancy/38457297?query=Python,нет сведений о заработной плате,ПАО НОВАТЭК,"Москва, Проспект Вернадского"
Middle Frontend Developer,https://hh.ru/vacancy/39043439?query=Python,нет сведений о заработной плате, Ozon Информационные технологии,Москва
Руководитель направления (кредитная стратегия выдач и вторичных продаж),https://hh.ru/vacancy/39083131?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Руководитель направления/Главный эксперт отдела рыночных рисков (Банк),https://hh.ru/vacancy/38739508?query=Python,"{'minimum': 150000, 'maximum': 250000, 'currency': 'руб.'}", Diamond Personnel R&C,Москва
IT-рекрутер/HR менеджер,https://hh.ru/vacancy/38978132?query=Python,нет сведений о заработной плате, Хэндисофт,"Москва, Павелецкая и еще 1 "
Старший инженер-разработчик,https://hh.ru/vacancy/38221455?query=Python,нет сведений о заработной плате,АО НПЦ «ЭЛВИС»,Москва
Заместитель начальника ИТ-службы (в направлении интернет-магазин),https://hh.ru/vacancy/38899303?query=Python,нет сведений о заработной плате, Промсервис,Москва
Главный эксперт Департамент структурных и рыночных рисков,https://hh.ru/vacancy/39064299?query=Python,нет сведений о заработной плате," «РОСБАНК, Societe Generale Group», с опытом работы","Москва, Комсомольская и еще 2 "
Аналитик отдела маркетинга,https://hh.ru/vacancy/38705157?query=Python,нет сведений о заработной плате, MANGO OFFICE,"Москва, Калужская"
Руководитель направления (запуск CRM-кампаний розничного бизнеса),https://hh.ru/vacancy/38841153?query=Python,нет сведений о заработной плате,АО Россельхозбанк,Москва
Аналитик по товародвижению,https://hh.ru/vacancy/38555452?query=Python,нет сведений о заработной плате,ООО АЛЬФА ТЕКСТАЙЛЗ,"Москва, Аэропорт"
Главный системный администратор (*nix систем),https://hh.ru/vacancy/37042776?query=Python,нет сведений о заработной плате, НИИ «Восход»,"Москва, Проспект Вернадского"
Senior Actuary,https://hh.ru/vacancy/39037044?query=Python,нет сведений о заработной плате," CARDIF, Страховая компания","Москва, Дмитровская"
Менеджер продукта (overdraft),https://hh.ru/vacancy/38583927?query=Python,нет сведений о заработной плате, Тинькофф,"Москва, Водный стадион"
Руководитель направления технической поддержки программа Базис 2+ЛТП,https://hh.ru/vacancy/38049357?query=Python,"{'minimum': 170000, 'maximum': 204000, 'currency': 'руб.'}",ПАО Ростелеком,Москва
Стажер-разработчик Java в Яндекс.Маркет,https://hh.ru/vacancy/36168011?query=Python,нет сведений о заработной плате, Яндекс,Москва
Риск-аналитик,https://hh.ru/vacancy/39036594?query=Python,нет сведений о заработной плате, Центральный банк Российской Федерации,Москва
ETL-developer,https://hh.ru/vacancy/39036717?query=Python,нет сведений о заработной плате, Ozon Информационные технологии,Москва
Сетевой инженер,https://hh.ru/vacancy/38078230?query=Python,"{'minimum': 'нет сведений', 'maximum': 177500, 'currency': 'руб.'}"," Цезарь Сателлит, Москва","Москва, Кутузовская и еще 2 "
Руководитель отдела поддержки Баз данных и серверов приложений,https://hh.ru/vacancy/38773517?query=Python,нет сведений о заработной плате, ТЕХНОСЕРВ,Москва
Руководитель продуктовой аналитики голосового ассистента Олега (AI/ML),https://hh.ru/vacancy/37371587?query=Python,нет сведений о заработной плате, Тинькофф,Москва
Старший консультант SAP BW/BO,https://hh.ru/vacancy/38616063?query=Python,нет сведений о заработной плате, PwC,Москва
Ведущий сетевой инженер,https://hh.ru/vacancy/39049375?query=Python,нет сведений о заработной плате,"ПАО МегаФон, IT","Москва, Маяковская и еще 2 "
OpenStack архитектор/эксперт,https://hh.ru/vacancy/38935910?query=Python,нет сведений о заработной плате,"ПАО «МТС»,IT","Москва, Смоленская"
WEB разработчик,https://hh.ru/vacancy/39020375?query=Python,"{'minimum': 110000, 'maximum': 110000, 'currency': 'руб.'}", ГК TFN,"Москва, Говорово  и еще 2 "
Руководитель направления информационных решений рисков (Service Owner),https://hh.ru/vacancy/38700864?query=Python,нет сведений о заработной плате," «РОСБАНК, Societe Generale Group», с опытом работы","Москва, Комсомольская и еще 2 "
DevOps инженер,https://hh.ru/vacancy/39026432?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Младший финансовый аналитик,https://hh.ru/vacancy/38781986?query=Python,нет сведений о заработной плате, Тинькофф,"Москва, Водный стадион"
Системный администратор / SRE,https://hh.ru/vacancy/39040864?query=Python,"{'minimum': 'нет сведений', 'maximum': 140000, 'currency': 'руб.'}", amoCRM,"Москва, Таганская"
Chief Operating Officer (COO),https://hh.ru/vacancy/39053305?query=Python,"{'minimum': 300000, 'maximum': 'нет сведений', 'currency': 'руб.'}", LATOKEN,Москва
Главный специалист прогноз платформ (Prognoz Platform),https://hh.ru/vacancy/37968653?query=Python,нет сведений о заработной плате,ООО Транснефть-Технологии,"Москва, Зорге и еще 1 "
Младший продуктовый аналитик,https://hh.ru/vacancy/39035066?query=Python,нет сведений о заработной плате, PROFI.RU,"Москва, Аэропорт"
Администратор NIS,https://hh.ru/vacancy/39082012?query=Python,нет сведений о заработной плате, Билайн,Москва
Администратор платформы поддержки развития бизнеса,https://hh.ru/vacancy/39077287?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
DevOps (центр AI),https://hh.ru/vacancy/38595943?query=Python,нет сведений о заработной плате,"ПАО «МТС»,IT","Москва, Технопарк"
Технический архитектор,https://hh.ru/vacancy/38276327?query=Python,нет сведений о заработной плате,АО НИПИГАЗ,Москва
Администратор IT систем / SRE (команда SberDevices),https://hh.ru/vacancy/33464069?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,"Москва, Кутузовская"
Интернет-маркетолог,https://hh.ru/vacancy/39082436?query=Python,"{'minimum': 60000, 'maximum': 90000, 'currency': 'руб.'}", ФБ Медиа Солюшнс,Москва
Data scientist (Центр развития платформы Sber.DS),https://hh.ru/vacancy/39008902?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Специалист службы поддержки в Практикум (ночные смены),https://hh.ru/vacancy/38527100?query=Python,нет сведений о заработной плате, Яндекс,Москва
"Web-аналитик/Аналитик данных (проект ""Мобильное приложение"")",https://hh.ru/vacancy/38337820?query=Python,нет сведений о заработной плате, Комус,"Москва, Бауманская"
Антифрод-аналитик,https://hh.ru/vacancy/39013819?query=Python,нет сведений о заработной плате, Ситимобил,Москва
Business Analyst,https://hh.ru/vacancy/39037534?query=Python,"{'minimum': 50000, 'maximum': 150000, 'currency': 'руб.'}", GIC,Москва
Head of Product Analytics / Руководитель отдела продуктовой аналитики,https://hh.ru/vacancy/38521829?query=Python,нет сведений о заработной плате, Алгоритмика,Москва
Senior Data Engineer,https://hh.ru/vacancy/39006709?query=Python,нет сведений о заработной плате, Норникель,Москва
Преподаватель Python в кружок программирования,https://hh.ru/vacancy/38990815?query=Python,нет сведений о заработной плате, Алгоритмика (ИП Бондарева Евгения Дмитриевна),"Москва, Котельники"
Бизнес-аналитик (спецпроекты),https://hh.ru/vacancy/37701509?query=Python,нет сведений о заработной плате, Ситимобил,Москва
Backend-разработчик,https://hh.ru/vacancy/37908515?query=Python,нет сведений о заработной плате," Оптиком, компания","Москва, Октябрьское поле и еще 1 "
Главный инженер отдела мониторинга (Micro Focus),https://hh.ru/vacancy/38558642?query=Python,нет сведений о заработной плате,АО Россельхозбанк,"Москва, Международная"
Аналитик данных,https://hh.ru/vacancy/37638698?query=Python,"{'minimum': 70000, 'maximum': 80000, 'currency': 'руб.'}", Ресурсный центр Департамента здравоохранения города Москвы,Москва
"C++ (Linuх) разработчик на проект ""Умная колонка""",https://hh.ru/vacancy/39021581?query=Python,нет сведений о заработной плате, Mail.ru Group,"Москва, Аэропорт"
QA engineer (ДБО ЮЛ),https://hh.ru/vacancy/37335130?query=Python,нет сведений о заработной плате,АО ДОМ.РФ,"Москва, Динамо и еще 2 "
Аналитик по фондовому рынку,https://hh.ru/vacancy/38945453?query=Python,нет сведений о заработной плате,АО Группа Компаний Основа,"Москва, Электрозаводская"
"Разработчик C++ (предсказание дорожной ситуации), команда беспилотника",https://hh.ru/vacancy/39012428?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Аналитик отдела разработки показателей оценки деятельности медицинских организаций,https://hh.ru/vacancy/37991197?query=Python,нет сведений о заработной плате, Правительство Москвы,Москва
DevOps(WebOffice),https://hh.ru/vacancy/37283773?query=Python,нет сведений о заработной плате, Тинькофф,"Москва, Водный стадион"
Разработчик С++ (команда беспилотника),https://hh.ru/vacancy/38408230?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,"Москва, Кутузовская и еще 1 "
3D Machine Learning Research and Development Engineer,https://hh.ru/vacancy/36734347?query=Python,нет сведений о заработной плате, Artec 3D,"Москва, Библиотека им.Ленина и еще 3 "
QA automation МТС.Cashback,https://hh.ru/vacancy/38736082?query=Python,нет сведений о заработной плате,"ПАО «МТС»,IT","Москва, Технопарк"
Full-stack developer,https://hh.ru/vacancy/38773846?query=Python,"{'minimum': 'нет сведений', 'maximum': 6000, 'currency': 'USD'}",ООО Диджитал Горизонт,Москва
Специалист по моделированию,https://hh.ru/vacancy/38548541?query=Python,нет сведений о заработной плате, ПАО «Газпром нефть»,Москва
Менеджер Дирекции финансового консультирования,https://hh.ru/vacancy/39076729?query=Python,нет сведений о заработной плате, ВТБ Капитал,"Москва, Выставочная"
Web-администратор/специалист по онлайн-коммуникациям,https://hh.ru/vacancy/38932192?query=Python,нет сведений о заработной плате, Volvo Group Russia,"Москва, Планерная"
DevOps инженер (ДБО ЮЛ),https://hh.ru/vacancy/37335116?query=Python,нет сведений о заработной плате,АО ДОМ.РФ,"Москва, Динамо и еще 2 "
DevOps инженер,https://hh.ru/vacancy/37737639?query=Python,нет сведений о заработной плате, МойОфис,"Москва, Пушкинская и еще 2 "
BI-разработчик (Tableau),https://hh.ru/vacancy/39020567?query=Python,нет сведений о заработной плате,АО ДОМ.РФ,Москва
Продуктовый аналитик,https://hh.ru/vacancy/36625487?query=Python,нет сведений о заработной плате, Ситимобил,Москва
Главный специалист по моделированию процессов,https://hh.ru/vacancy/38933503?query=Python,нет сведений о заработной плате," СУЭК, Сибирская Угольная Энергетическая Компания","Москва, Павелецкая и еще 1 "
Бекенд-разработчик в Путешествия,https://hh.ru/vacancy/37831401?query=Python,нет сведений о заработной плате, Яндекс,Москва
Разработчик C++ (команда беспилотника),https://hh.ru/vacancy/39023058?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
DBA MSSQL,https://hh.ru/vacancy/37511264?query=Python,нет сведений о заработной плате,АО НИПИГАЗ,Москва
"QA Lead (AgroTech, web/iOS/Android)",https://hh.ru/vacancy/39022424?query=Python,нет сведений о заработной плате, Hunt For You,Москва
Аналитик по рискам,https://hh.ru/vacancy/39036615?query=Python,нет сведений о заработной плате, Центральный банк Российской Федерации,Москва
Data engineer,https://hh.ru/vacancy/38275082?query=Python,нет сведений о заработной плате, Звук,"Москва, Комсомольская и еще 2 "
Lead Computer Vision Data Scientist,https://hh.ru/vacancy/38387169?query=Python,нет сведений о заработной плате, Сбербанк для руководителей,"Москва, Кутузовская"
Инженер DevOps,https://hh.ru/vacancy/29323686?query=Python,нет сведений о заработной плате, МойОфис,"Москва, Пушкинская и еще 2 "
Risk Models Validator,https://hh.ru/vacancy/39018953?query=Python,нет сведений о заработной плате, UniCredit Bank,"Москва, Парк культуры"
Product Analyst / Game Analyst,https://hh.ru/vacancy/38349576?query=Python,нет сведений о заработной плате, Playkot,Москва
DevOps-инженер,https://hh.ru/vacancy/38540878?query=Python,"{'minimum': 130000, 'maximum': 'нет сведений', 'currency': 'руб.'}", ФГБУ ЦСП ФМБА России,"Москва, Покровское и еще 3 "
Специалист службы технической поддержки,https://hh.ru/vacancy/38376026?query=Python,нет сведений о заработной плате,АО РАСЧЕТНЫЕ РЕШЕНИЯ,Москва
Менеджер BIM-проектов,https://hh.ru/vacancy/39073542?query=Python,"{'minimum': 105000, 'maximum': 'нет сведений', 'currency': 'руб.'}",Нек. орг. Фонд Международного Медицинского кластера,"Москва, Боровское шоссе и еще 1 "
Data Engineer / Data Architect,https://hh.ru/vacancy/39021928?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Senior DevOps engineer,https://hh.ru/vacancy/38520434?query=Python,нет сведений о заработной плате, МойОфис,"Москва, Пушкинская и еще 2 "
DBA Oracle,https://hh.ru/vacancy/37511081?query=Python,нет сведений о заработной плате,АО НИПИГАЗ,"Москва, Калужская"
Intern IT Auditor,https://hh.ru/vacancy/38057502?query=Python,нет сведений о заработной плате," «РОСБАНК, Societe Generale Group», с опытом работы","Москва, Комсомольская и еще 2 "
Исследователь программного обеспечения,https://hh.ru/vacancy/32759493?query=Python,нет сведений о заработной плате,АО Информтехника,Москва
Специалист ручного тестирования /Автотестер,https://hh.ru/vacancy/37706623?query=Python,нет сведений о заработной плате,ООО «Баланс-Платформа»,Москва
Аналитик данных (data analyst),https://hh.ru/vacancy/39014351?query=Python,нет сведений о заработной плате, Cardsmobile,Москва
"Big Data Lead Engineer, г. Сочи",https://hh.ru/vacancy/38441101?query=Python,"{'minimum': 150000, 'maximum': 'нет сведений', 'currency': 'руб.'}", ГК «ВИЗАВИ Консалт»,Москва
Ведущий методист/редактор по информатике,https://hh.ru/vacancy/39040307?query=Python,"{'minimum': 70000, 'maximum': 'нет сведений', 'currency': 'руб.'}", Издательство «Национальное образование»,"Москва, Фрунзенская"
Эксперт Linux (в Банк),https://hh.ru/vacancy/38933823?query=Python,"{'minimum': 160000, 'maximum': 'нет сведений', 'currency': 'руб.'}",ООО Сателл ИТ,"Москва, Технопарк"
Automation Testing Engineer (SOC/CERT),https://hh.ru/vacancy/39025027?query=Python,нет сведений о заработной плате, Лаборатория Касперского,Москва
DevOps (T-messenger),https://hh.ru/vacancy/37842207?query=Python,нет сведений о заработной плате, Тинькофф,"Москва, Водный стадион"
Аналитик / Риск-менеджер,https://hh.ru/vacancy/39035659?query=Python,нет сведений о заработной плате,АО ДОМ.РФ,"Москва, Арбатская"
Разработчик сервисов для платформы внутреннего облака,https://hh.ru/vacancy/39033721?query=Python,нет сведений о заработной плате," ОТП Банк, АО (OTP bank)",Москва
Finance manager,https://hh.ru/vacancy/39049630?query=Python,"{'minimum': 60000, 'maximum': 90000, 'currency': 'руб.'}", LATOKEN,Москва
Middle Data Analist (B2B),https://hh.ru/vacancy/39025779?query=Python,"{'minimum': 'нет сведений', 'maximum': 120000, 'currency': 'руб.'}", Skyeng,Москва
Middle Python разработчик,https://hh.ru/vacancy/38994231?query=Python,нет сведений о заработной плате, SUNLIGHT,Москва
Python Backend Developer (Big Data projects),https://hh.ru/vacancy/38981375?query=Python,нет сведений о заработной плате, МИА Россия сегодня,"Москва, Парк культуры и еще 1 "
"DevOps Hadoop Engineer (Системный инженер), г. Сочи",https://hh.ru/vacancy/38440386?query=Python,"{'minimum': 140000, 'maximum': 'нет сведений', 'currency': 'руб.'}", ГК «ВИЗАВИ Консалт»,Москва
DevOps-инженер,https://hh.ru/vacancy/39003394?query=Python,нет сведений о заработной плате,ООО ИК СИБИНТЕК,Москва
Ведущий аудитор,https://hh.ru/vacancy/39043972?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Системный администратор Linux,https://hh.ru/vacancy/38208286?query=Python,нет сведений о заработной плате, Доктор Веб,"Москва, Белорусская"
ETL разработчик,https://hh.ru/vacancy/39022783?query=Python,нет сведений о заработной плате, Ozon Информационные технологии,Москва
QA Director,https://hh.ru/vacancy/35436409?query=Python,нет сведений о заработной плате, Открытая мобильная платформа,Москва
Системный инженер Linux,https://hh.ru/vacancy/29323707?query=Python,нет сведений о заработной плате, МойОфис,"Москва, Пушкинская и еще 2 "
QA-специалист,https://hh.ru/vacancy/37862699?query=Python,нет сведений о заработной плате," Оптиком, компания","Москва, Октябрьское поле и еще 1 "
Аналитик по созданию математических моделей,https://hh.ru/vacancy/38463232?query=Python,нет сведений о заработной плате, ПКБ,"Москва, Румянцево"
Product Data Analyst,https://hh.ru/vacancy/37988685?query=Python,"{'minimum': 3000, 'maximum': 3500, 'currency': 'EUR'}", Exness,Москва
QA Automation Engineer (Big Data),https://hh.ru/vacancy/37086901?query=Python,нет сведений о заработной плате,"ПАО МегаФон, IT","Москва, Маяковская и еще 2 "
Middle+ python разработчик,https://hh.ru/vacancy/38145409?query=Python,"{'minimum': 'нет сведений', 'maximum': 200000, 'currency': 'руб.'}",ООО Джи Эф Си,"Москва, Улица 1905 года"
ETL разработчик,https://hh.ru/vacancy/39024773?query=Python,нет сведений о заработной плате, 7RedLines,Москва
Стажёр - тестировщик в подразделении QA&RA,https://hh.ru/vacancy/38994669?query=Python,нет сведений о заработной плате, Лаборатория Касперского,Москва
DevOps Engineer,https://hh.ru/vacancy/38386624?query=Python,нет сведений о заработной плате, Selecty,Москва
Тестировщик ПО / QA,https://hh.ru/vacancy/38675448?query=Python,"{'minimum': 70000, 'maximum': 90000, 'currency': 'руб.'}", Безлимит,"Москва, Беговая"
Senior разработчик (Scala/Python),https://hh.ru/vacancy/38986442?query=Python,нет сведений о заработной плате, QIWI,"Москва, Чертановская"
Эконометрист / Аналитик,https://hh.ru/vacancy/38162087?query=Python,нет сведений о заработной плате," Группа компаний «GroupM», Wavemaker",Москва
"Web-аналитик/Аналитик данных ( Проект ""Личный кабинет, Checkout, Корзина"")",https://hh.ru/vacancy/38338353?query=Python,нет сведений о заработной плате, Комус,"Москва, Бауманская"
Monitoring Engineer (Golang),https://hh.ru/vacancy/38949982?query=Python,нет сведений о заработной плате, Ozon Информационные технологии,"Москва, Деловой центр и еще 2 "
Аналитик - разработчик,https://hh.ru/vacancy/38654621?query=Python,нет сведений о заработной плате, Ozon Информационные технологии,Москва
Администратор СУБД Oracle,https://hh.ru/vacancy/36915264?query=Python,нет сведений о заработной плате,ООО Ростелеком Информационные Технологии,Москва
Старший продуктовый аналитик,https://hh.ru/vacancy/38488315?query=Python,нет сведений о заработной плате, Циан,"Москва, Преображенская площадь"
QA engineer (Marketplace),https://hh.ru/vacancy/39002514?query=Python,нет сведений о заработной плате, Ozon Информационные технологии,Москва
Инженер внедрения Linux (Big Data),https://hh.ru/vacancy/36897971?query=Python,нет сведений о заработной плате,"ПАО МегаФон, IT","Москва, Маяковская и еще 2 "
Ведущий С/С++ программист Tarantool,https://hh.ru/vacancy/38974680?query=Python,нет сведений о заработной плате, Mail.ru Group,"Москва, Аэропорт"
Системный администратор Informatica PC,https://hh.ru/vacancy/39022487?query=Python,нет сведений о заработной плате,ПАО Промсвязьбанк,"Москва, Площадь Ильича"
Аналитик,https://hh.ru/vacancy/38052709?query=Python,нет сведений о заработной плате, KamaGames Studio,Москва
Java Developer,https://hh.ru/vacancy/38466261?query=Python,нет сведений о заработной плате," Иннотехнум, Группа компаний",Москва
DevOps-инженер,https://hh.ru/vacancy/38648330?query=Python,нет сведений о заработной плате, retailCRM,Москва
Аналитик-Разработчик /Дата-инженер (Руководитель проекта),https://hh.ru/vacancy/39031250?query=Python,"{'minimum': 80000, 'maximum': 300000, 'currency': 'руб.'}",ООО ВБЦ,Москва
Data Scientist (HR data),https://hh.ru/vacancy/38679373?query=Python,нет сведений о заработной плате, Северсталь. Управляющая компания,"Москва, Войковская"
Senior Backend разработчик (B2B),https://hh.ru/vacancy/38405613?query=Python,"{'minimum': 270000, 'maximum': 'нет сведений', 'currency': 'руб.'}", Joom,"Москва, Аэропорт и еще 1 "
Главный специалист Отдела серверных решений/ Системный Администратор Linux (DevOps),https://hh.ru/vacancy/34558594?query=Python,нет сведений о заработной плате," «РОСБАНК, Societe Generale Group», с опытом работы","Москва, Речной вокзал"
Менеджер по развитию категории,https://hh.ru/vacancy/39041370?query=Python,нет сведений о заработной плате, Утконос. И..И.. ОНЛАЙН,"Москва, Баррикадная и еще 2 "
Senior Data Scientist / NLP инженер,https://hh.ru/vacancy/38996966?query=Python,"{'minimum': 'нет сведений', 'maximum': 100000, 'currency': 'руб.'}",ООО Диджитал медикэл оперейшнс,"Москва, Деловой центр и еще 2 "
Инженер-конструктор фотошаблонов,https://hh.ru/vacancy/34786235?query=Python,нет сведений о заработной плате,АО НИИМЭ,Москва
Ведущий аналитик-разработчик,https://hh.ru/vacancy/38651005?query=Python,нет сведений о заработной плате, Ozon Информационные технологии,Москва
Game Analyst,https://hh.ru/vacancy/38412030?query=Python,нет сведений о заработной плате,ООО Melsoft Games,Москва
Менеджер продукта,https://hh.ru/vacancy/37701192?query=Python,нет сведений о заработной плате, Тинькофф,"Москва, Водный стадион"
Аналитик-разработчик,https://hh.ru/vacancy/38684966?query=Python,нет сведений о заработной плате, RALF RINGER,"Москва, Некрасовка"
DevOps Manager,https://hh.ru/vacancy/38715306?query=Python,нет сведений о заработной плате, Align Technology,"Москва, Тульская"
QA engineer,https://hh.ru/vacancy/38382070?query=Python,нет сведений о заработной плате, Омникомм Технологии,Москва
Golang разработчик,https://hh.ru/vacancy/38461429?query=Python,нет сведений о заработной плате, Star-staff,"Москва, Парк Победы"
Программист С++,https://hh.ru/vacancy/39003941?query=Python,"{'minimum': 150000, 'maximum': 250000, 'currency': 'руб.'}", БИФИТ,"Москва, Первомайская"
Frontend разработчик,https://hh.ru/vacancy/38996201?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Программист BackEnd (по разработке платформы управления рекламным инвентарем),https://hh.ru/vacancy/39013712?query=Python,нет сведений о заработной плате, НСК,Москва
Инженер по внедрению ПО,https://hh.ru/vacancy/38155132?query=Python,нет сведений о заработной плате, Доктор Веб,"Москва, Белорусская"
Эксперт-администратор Linux,https://hh.ru/vacancy/38487660?query=Python,нет сведений о заработной плате," ВСК, САО","Москва, Молодежная"
Менеджер по анализу целевых коммуникаций,https://hh.ru/vacancy/37848040?query=Python,нет сведений о заработной плате, Kelly Services,Москва
QA-инженер/тестировщик,https://hh.ru/vacancy/38993093?query=Python,нет сведений о заработной плате, Офис «Азбука вкуса»,Москва
DevOps инженер,https://hh.ru/vacancy/38387143?query=Python,нет сведений о заработной плате, Selecty,Москва
Стажер-тестировщик С++,https://hh.ru/vacancy/37889716?query=Python,"{'minimum': 45000, 'maximum': 'нет сведений', 'currency': 'руб.'}", ФГУП НПП Гамма,"Москва, Калужская"
Технический специалист | Администратор отдела медиабаинга,https://hh.ru/vacancy/38122797?query=Python,"{'minimum': 60000, 'maximum': 'нет сведений', 'currency': 'руб.'}", mpulse,Москва
Data engineer (BI инженер),https://hh.ru/vacancy/38851828?query=Python,"{'minimum': 90000, 'maximum': 130000, 'currency': 'руб.'}",ООО Аспект,"Москва, Октябрьское поле"
ML инженер в Яндекс.Вертикали (Авто.ру и Я.Недвижимость),https://hh.ru/vacancy/39012027?query=Python,нет сведений о заработной плате, Яндекс,Москва
Ведущий инженер по сопровождению АС (Единая фронтальная система),https://hh.ru/vacancy/38685774?query=Python,нет сведений о заработной плате, Сбербанк для экспертов,Москва
Системный администратор WEB-проекта,https://hh.ru/vacancy/38307410?query=Python,"{'minimum': 90000, 'maximum': 120000, 'currency': 'руб.'}", ЛАБИРИНТ,"Москва, Ленинский проспект"
Senior Python/Go -разработчик,https://hh.ru/vacancy/38467275?query=Python,нет сведений о заработной плате, REDMADROBOT,"Москва, Белорусская и еще 1 "
Системный архитектор / Системный аналитик,https://hh.ru/vacancy/36589186?query=Python,нет сведений о заработной плате, Worldskills Russia,"Москва, Сретенский бульвар и еще 2 "
Системный инженер,https://hh.ru/vacancy/38647588?query=Python,"{'minimum': 100000, 'maximum': 150000, 'currency': 'руб.'}", Открытые Технологии,Москва
Старший аналитик,https://hh.ru/vacancy/39019372?query=Python,нет сведений о заработной плате," ЦУМ, Офис",Москва
Middle data scientist,https://hh.ru/vacancy/37226477?query=Python,нет сведений о заработной плате," МАГНИТ, Розничная сеть","Москва, Технопарк"
Data Engineer (BI инженер),https://hh.ru/vacancy/38843537?query=Python,нет сведений о заработной плате, Агентство КИТ Консалт,Москва
Full-stack разработчик,https://hh.ru/vacancy/38993981?query=Python,нет сведений о заработной плате, Group-IB,Москва
Data Scientist/Senior Data Scientist,https://hh.ru/vacancy/38995758?query=Python,нет сведений о заработной плате, СИТИЛИНК,"Москва, Мякинино"
